source_table,category_or_disease,drug_name,condition_detail,rationale,recommendation,quality,strength
Table 3 (Disease),Kidney/urinary tract,Prazosin,Urinary incontinence (all types) in women,"Aggravation of incontinence (alpha-1 blockers), lack of efficacy (oral estrogen)",Avoid in women,"Non-selective peripheral alpha-1 blockers: Moderate
Estrogen: High","Non-selective peripheral alpha-1 blockers: Strong
Estrogen: Strong"
Table 3 (Disease),Kidney/urinary tract,Terazosin,Urinary incontinence (all types) in women,"Aggravation of incontinence (alpha-1 blockers), lack of efficacy (oral estrogen)",Avoid in women,"Non-selective peripheral alpha-1 blockers: Moderate
Estrogen: High","Non-selective peripheral alpha-1 blockers: Strong
Estrogen: Strong"
Table 3 (Disease),Kidney/urinary tract,Estrogen,Urinary incontinence (all types) in women,"Aggravation of incontinence (alpha-1 blockers), lack of efficacy (oral estrogen)",Avoid in women,"Non-selective peripheral alpha-1 blockers: Moderate
Estrogen: High","Non-selective peripheral alpha-1 blockers: Strong
Estrogen: Strong"
Table 3 (Disease),Kidney/urinary tract,Dabigatran,�long-term treatment of nonvalvular atrial fibrillation or venous thromboembolism,Increased risk of GI bleeding compared with warfarin (based on head-to-head clinical trials) and of GI bleeding and major bleeding compared with apixaban (based on observational studies and meta-analyses) in older adults when used for long-term treatment of nonvalvular atrial fibrillation or VTE.,"Use caution in selecting dabigatran over other DOACs (e.g., apixaban) for long-term treatment of nonvalvular atrial fibrillation or VTE.",Moderate,Strong
Table 3 (Disease),Kidney/urinary tract,Dabigatran,�long-term treatment of nonvalvular atrial fibrillation or venous thromboembolism,,See also criteria on warfarin and rivaroxaban,Moderate,Strong
Table 6 (Renal),Anti-infective,?Ciprofloxacin,<30,"Increased risk of CNS effects (e.g., seizures, confusion) and tendon rupture.",Dosages used to treat common infections typically require reduction when CrCl <30 mL/min.,Moderate,Strong
Table 6 (Renal),Anti-infective,Nitrofurantoin,<30,"Potential for pulmonary toxicity, hepatoxicity, and peripheral neuropathy, especially with long-term use",Avoid if CrCl <30 mL/ min,Low,Strong
Table 6 (Renal),Anti-infective,Trimethoprimsulfamethoxazole,<30,"Increased risk of worsening of kidney function and hyperkalemia; risk of hyperkalemia especially prominent with concurrent use of an ACE, ARB, or ARNI.","Reduce dosage if CrCl is 15�29 mL/min.
Avoid if CrCl <15 mL/ min.",Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Amiloride,<30,Hyperkalemia and hyponatremia,Avoid,Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Dabigatran,<31,Lack of evidence for efficacy and safety in individuals with a CrCl <30 mL/min. Label dose for patients with CrCl 15�30 mL/min based on pharmacokinetic data.,"Avoid when CrCl
<30 mL/min; dose adjustment is advised when CrCl >30 mL/min in the presence of drug-drug interactions.",Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Dofetilide,<60,QTc prolongation and torsades de pointes,"Reduce dose if CrCl is 20�59 mL/min.
Avoid if CrCl <20 mL/ min.",Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Edoxaban,15�50,Lack of evidence of efficacy or safety in patients with CrCl <30 mL/min.,"Reduce dose if CrCl is 15�50 mL/min.
Avoid if CrCl <15 or > 95 mL/min.",Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Enoxaparin,<30,Increased risk of bleeding,Reduce dose,Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Fondaparinux,<30,Increased risk of bleeding,Avoid,Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Rivaroxaban,<30,Lack of efficacy or safety evidence in people with CrCl <15 mL/min; limited evidence for CrCl 15�30 mL/min.,"Avoid if CrCl <15 mL/ min.
Reduce the dose if CrCl is 15�50 mL/min following manufacturer dosing recommendations based on indication-specific dosing",Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,Spironolactone,<30,Hyperkalemia,Avoid,Moderate,Strong
Table 6 (Renal),Cardiovascular and antithrombotics,?Triamterene,<30,Hyperkalemia and hyponatremia,Avoid,Moderate,Strong
Table 6 (Renal),Central nervous system and analgesics,Baclofen,eGFR <60,Increased risk of encephalopathy requiring hospitalization in older adults with eGFR <60 mL/min or who require chronic dialysis.,"Avoid baclofen in older adults with impaired kidney function (eGFR <60 mL/min). When baclofen cannot be avoided, use the lowest effective dose and monitor for signs of CNS toxicity, including altered mental status.",Moderate,Strong
Table 6 (Renal),Central nervous system and analgesics,Duloxetine,<30,"Increased GI adverse effects (nausea, diarrhea)",Avoid,Moderate,Weak
Table 6 (Renal),Central nervous system and analgesics,Gabapentin,<60,CNS adverse effects,Reduce dose,Moderate,Strong
Table 6 (Renal),Central nervous system and analgesics,Levetiracetam,?80,CNS adverse effects,Reduce dose,Moderate,Strong
Table 6 (Renal),Central nervous system and analgesics,Pregabalin,< 30,CNS adverse effects,Reduce dose,Moderate,Strong
Table 6 (Renal),Central nervous system and analgesics,Tramadol,<60,CNS adverse effects,Immediate release: reduce dose Extended-release: avoid,Low,Weak
Table 6 (Renal),Gastrointestinal,Cimetidine,<30,Mental status changes,Reduce dose,Moderate,Strong
Table 6 (Renal),Gastrointestinal,Famotidine,<50,Mental status changes,Reduce dose,Moderate,Strong
Table 6 (Renal),Gastrointestinal,Nizatidine,<50,Mental status changes,Reduce dose,Moderate,Strong
Table 6 (Renal),Hyperuricemia,Colchicine,<30,"GI, neuromuscular, and bone marrow toxicity",Reduce dose; monitor for adverse effects.,Moderate,Strong
Table 6 (Renal),Hyperuricemia,Probenecid,<30,Loss of effectiveness,Avoid,Moderate,Strong
